 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
9.0,255.0,0.604743080614,0.999999993289,0.79194630341,3.0,1.0,1.0,0.0,4.9137254902,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.799755687423,0.0500466753998,0.0500962518137,0.0501006734234,0.0500007119405,0.341245791246,0.148947811448,0.043137254902,0.0156862745098,0.733333333333,0.266666666667,0.286914600551,0.0333333333333,0.7,-0.11875,-0.125,-0.1,0.0,0.0,0.5,0.0,711
9.0,1248.0,0.490049750837,0.999999998588,0.731638417046,11.0,0.0,1.0,0.0,4.61778846154,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250035640536,0.287301139934,0.400829319926,0.261863749124,0.0250022269618,0.482059813124,0.102350145729,0.0384615384615,0.0208333333333,0.648648648649,0.351351351351,0.404480068543,0.1,1.0,-0.415064102564,-1.0,-0.1,0.0,0.0,0.5,0.0,2200
8.0,397.0,0.624678661633,0.999999995951,0.805668012933,11.0,0.0,1.0,0.0,5.44584382872,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866666195415,0.0333334892453,0.0333335297611,0.0333333688356,0.033333416743,0.374313754427,0.212487701692,0.0654911838791,0.0100755667506,0.866666666667,0.133333333333,0.381847319347,0.0333333333333,1.0,-0.144642857143,-0.2,-0.1,0.0,0.0,0.5,0.0,3100
8.0,1207.0,0.410579344743,0.999999998711,0.548969071458,24.0,24.0,42.0,0.0,4.71665285833,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,2829.54166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250005815555,0.0251633668123,0.0250005510306,0.0250002351713,0.89983526543,0.539251643418,0.288259179093,0.069594034797,0.0115990057995,0.857142857143,0.142857142857,0.426568491033,0.1,1.0,-0.226785714286,-0.5,-0.05,0.5,0.0,0.0,0.0,17100
11.0,125.0,0.674796742481,0.999999987342,0.797468344336,1.0,1.0,1.0,0.0,4.824,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100.0,16100.0,16100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333533043,0.0333354513717,0.69998514044,0.200010578813,0.0333352963323,0.396401515152,0.210795454545,0.048,0.0,1.0,0.0,0.281060606061,0.1,0.6,0.0,0.0,0.0,0.45,0.4,0.05,0.4,1500
8.0,266.0,0.572580642852,0.999999993197,0.721088430469,5.0,2.0,1.0,0.0,4.25939849624,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,924.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020006297487,0.367327915265,0.0201908614887,0.0200039267721,0.572470998987,0.313095238095,0.0487012987013,0.0112781954887,0.0112781954887,0.5,0.5,0.295238095238,0.25,0.35,-0.116666666667,-0.2,-0.05,0.9,0.4,0.4,0.4,783
10.0,633.0,0.476038337898,0.999999997625,0.579572445179,2.0,2.0,19.0,0.0,4.98578199052,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028645181108,0.200299617005,0.0285748008105,0.0287498228414,0.713730578235,0.531972336606,0.180076021539,0.0537124802528,0.0110584518167,0.829268292683,0.170731707317,0.298032849503,0.1,0.6,-0.341666666667,-0.8,-0.1,0.0,0.0,0.5,0.0,3900
11.0,799.0,0.504391467372,0.999999997722,0.738041000597,8.0,6.0,1.0,0.0,4.6958698373,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2600.0,972.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333352416951,0.0334978895511,0.86646130224,0.0333343777159,0.0333711887977,0.420033670034,0.12288961039,0.0375469336671,0.0200250312891,0.652173913043,0.347826086957,0.394523809524,0.1,0.7,-0.2328125,-0.6,-0.05,0.0,0.0,0.5,0.0,504
11.0,454.0,0.566079293907,0.99999999639,0.754512632655,5.0,3.0,1.0,0.0,4.88546255507,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20033703173,0.339893457272,0.0333381149731,0.393096941747,0.0333344542786,0.467353219697,0.125507305195,0.0440528634361,0.0132158590308,0.769230769231,0.230769230769,0.362954545455,0.1,1.0,-0.215476190476,-0.5,-0.1,0.427272727273,0.168181818182,0.0727272727273,0.168181818182,4600
12.0,444.0,0.600917429814,0.999999996599,0.755102038248,9.0,8.0,23.0,0.0,4.81081081081,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,1600.0,997.333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172244866157,0.625861061102,0.0200003111559,0.0205719579958,0.16132180359,0.462137609865,0.193188377279,0.0518018018018,0.0,1.0,0.0,0.312897609637,0.1,0.7,0.0,0.0,0.0,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,819
