 n_tokens_title, n_tokens_content, n_unique_tokens, n_non_stop_words, n_non_stop_unique_tokens, num_hrefs, num_self_hrefs, num_imgs, num_videos, average_token_length, num_keywords, data_channel_is_lifestyle, data_channel_is_entertainment, data_channel_is_bus, data_channel_is_socmed, data_channel_is_tech, data_channel_is_world, kw_min_min, kw_max_min, kw_avg_min, kw_min_max, kw_max_max, kw_avg_max, kw_min_avg, kw_max_avg, kw_avg_avg, self_reference_min_shares, self_reference_max_shares, self_reference_avg_sharess, weekday_is_monday, weekday_is_tuesday, weekday_is_wednesday, weekday_is_thursday, weekday_is_friday, weekday_is_saturday, weekday_is_sunday, is_weekend, LDA_00, LDA_01, LDA_02, LDA_03, LDA_04, global_subjectivity, global_sentiment_polarity, global_rate_positive_words, global_rate_negative_words, rate_positive_words, rate_negative_words, avg_positive_polarity, min_positive_polarity, max_positive_polarity, avg_negative_polarity, min_negative_polarity, max_negative_polarity, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
10.0,231.0,0.636363633609,0.999999992754,0.797101443499,4.0,1.0,1.0,1.0,5.09090909091,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0400000958117,0.0400000263554,0.839997207202,0.0400006328035,0.0400020378274,0.313888888889,0.0518518518519,0.038961038961,0.030303030303,0.5625,0.4375,0.298412698413,0.1,0.5,-0.238095238095,-0.5,-0.1,0.0,0.0,0.5,0.0,710
10.0,555.0,0.535390198665,0.999999997059,0.708823527327,7.0,6.0,1.0,0.0,5.14774774775,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,1900.0,1900.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200107365269,0.0203171391799,0.117254881895,0.0200069665108,0.822410275888,0.425089367703,0.128515266299,0.0396396396396,0.0126126126126,0.758620689655,0.241379310345,0.337964876033,0.05,0.7,-0.225793650794,-0.4,-0.125,0.5,-0.1,0.0,0.1,1600
13.0,1024.0,0.428007889124,0.99999999848,0.557750759031,19.0,19.0,19.0,0.0,4.7783203125,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,3151.15789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0200159703125,0.121858021602,0.0200062361017,0.0200013877247,0.818118384259,0.535241457572,0.290063884336,0.08203125,0.0146484375,0.848484848485,0.151515151515,0.410137858174,0.1,1.0,-0.219444444444,-0.5,-0.05,0.0,0.0,0.5,0.0,536
9.0,1226.0,0.410172272018,0.999999998538,0.616959063425,10.0,10.0,1.0,1.0,4.39396411093,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,4700.0,2858.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0298454495618,0.193937146609,0.0288381939346,0.718058371791,0.029320838104,0.408022359585,0.106608072917,0.0228384991843,0.0114192495922,0.666666666667,0.333333333333,0.39494047619,0.0625,1.0,-0.257738095238,-1.0,-0.1,0.0,0.0,0.5,0.0,4800
11.0,281.0,0.610714283533,0.999999994012,0.766467061279,5.0,4.0,1.0,0.0,4.60854092527,4.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,593.0,461.0,0.0,17100.0,5725.0,0.0,2019.34615385,1114.02403846,951.0,951.0,951.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0500047235712,0.524960378649,0.324006950269,0.0510279152626,0.0500000322485,0.434218460111,0.089925401979,0.0462633451957,0.0213523131673,0.684210526316,0.315789473684,0.322211122211,0.136363636364,0.5,-0.278472222222,-0.5,-0.05,0.0,0.0,0.5,0.0,1300
10.0,1121.0,0.418099547133,0.999999998584,0.562322945379,20.0,20.0,19.0,0.0,4.60927743087,8.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,462.0,279.125,1300.0,17100.0,13950.0,726.6,2339.52,1777.3305987,545.0,16000.0,3151.15789474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0250269212234,0.173139647164,0.0250104982305,0.0250023016667,0.751820631715,0.522507090611,0.226224623078,0.0731489741302,0.0223015165031,0.766355140187,0.233644859813,0.429110442403,0.1,1.0,-0.295666666667,-0.8,-0.05,0.2,-0.1,0.3,0.1,695
12.0,540.0,0.370441458022,0.99999999639,0.50541516063,1.0,1.0,10.0,0.0,4.15185185185,10.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,598.0,370.0,0.0,17100.0,5913.4,0.0,1968.63157895,1047.39764563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0200013408969,0.0203234583969,0.602205505518,0.0200686297302,0.337401065458,0.387095959596,0.0417676767677,0.0203703703704,0.0166666666667,0.55,0.45,0.345730027548,0.0333333333333,1.0,-0.283333333333,-0.5,-0.1,0.0,0.0,0.5,0.0,1400
9.0,167.0,0.680981590914,0.99999999,0.8299999917,2.0,1.0,0.0,1.0,4.85628742515,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,2100.0,917.0,0.0,17100.0,9900.0,0.0,8566.66666667,3487.08756614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0334026351446,0.0334529811262,0.21871701551,0.680951910015,0.0334754582038,0.741666666667,0.175,0.0538922155689,0.0179640718563,0.75,0.25,0.377777777778,0.1,1.0,-0.433333333333,-0.5,-0.3,0.95,0.65,0.45,0.65,5700
7.0,346.0,0.564564562869,0.999999994819,0.709844555908,13.0,2.0,11.0,0.0,4.27456647399,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,690.0,513.25,0.0,17100.0,6016.66666667,0.0,4151.0,1437.01574074,20500.0,29900.0,25200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.033431482559,0.227424458129,0.0333374552525,0.672261269375,0.0335453346842,0.517505411255,0.0989718614719,0.0462427745665,0.0202312138728,0.695652173913,0.304347826087,0.325284090909,0.136363636364,1.0,-0.347619047619,-0.7,-0.166666666667,0.454545454545,0.136363636364,0.0454545454545,0.136363636364,3800
9.0,100.0,0.7599999924,0.999999983607,0.803278675356,3.0,2.0,1.0,0.0,4.45,6.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,690.0,416.666666667,0.0,17100.0,4933.33333333,0.0,2322.5,1071.70740741,1800.0,1800.0,1800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0355720111509,0.0333600421302,0.618570225533,0.0336566746453,0.278841046541,0.338221500722,0.0867243867244,0.07,0.0,1.0,0.0,0.161478045764,0.0333333333333,0.35,0.0,0.0,0.0,0.428571428571,0.214285714286,0.0714285714286,0.214285714286,9200
8.0,270.0,0.60077519147,0.999999993827,0.740740736168,5.0,4.0,1.0,11.0,4.25925925926,10.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,10000.0,1903.875,0.0,17100.0,7269.0,0.0,11800.0,2958.26706349,931.0,3800.0,2365.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.160833311666,0.0203260918721,0.0200310929611,0.655770331071,0.14303917243,0.607028985507,0.254474637681,0.0703703703704,0.0111111111111,0.863636363636,0.136363636364,0.381403508772,0.1,1.0,-0.408333333333,-0.6,-0.125,0.9,-0.6,0.4,0.6,1700
13.0,328.0,0.570552145489,0.999999995283,0.679245279815,13.0,1.0,11.0,1.0,4.76524390244,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,690.0,476.333333333,0.0,17100.0,6975.0,0.0,4151.0,1547.78513889,2800.0,2800.0,2800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15714416708,0.0250292380759,0.0250029765827,0.475987197112,0.316836421149,0.502765151515,0.163371212121,0.030487804878,0.015243902439,0.666666666667,0.333333333333,0.430909090909,0.136363636364,0.7,-0.208333333333,-0.5,-0.1,0.9,0.6,0.4,0.6,1600
12.0,537.0,0.538175045553,0.999999996815,0.742038214197,2.0,0.0,1.0,0.0,4.98324022346,6.0,0.0,0.0,0.0,0.0,0.0,1.0,217.0,504.0,427.75,0.0,17100.0,3766.66666667,0.0,1953.14444444,855.014550265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333336957964,0.0333333943406,0.866663274286,0.0333334088838,0.0333362266935,0.465329145492,0.0398303689065,0.0297951582868,0.0186219739292,0.615384615385,0.384615384615,0.334564393939,0.1,0.8,-0.317083333333,-0.5,-0.1,0.7,-0.4,0.2,0.4,412
10.0,1596.0,0.419729206693,0.999999998885,0.632107022707,19.0,10.0,8.0,0.0,4.63220551378,6.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,690.0,530.6,0.0,17100.0,5248.33333333,0.0,3165.5,1564.27407407,1200.0,3500.0,2300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.864798888041,0.0333614653681,0.0336003710973,0.0346780347463,0.033561240747,0.453645748571,0.179057492215,0.0532581453634,0.0131578947368,0.801886792453,0.198113207547,0.367459893048,0.0333333333333,1.0,-0.241005291005,-0.6,-0.05,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333,1600
10.0,138.0,0.753731337659,0.999999988506,0.816091944643,1.0,1.0,0.0,1.0,4.65942028986,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,10000.0,2818.0,0.0,17100.0,11916.6666667,0.0,11800.0,5316.56375661,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333962082927,0.218389891643,0.0333550424079,0.681521041939,0.0333378157175,0.495238095238,0.0738095238095,0.0144927536232,0.0289855072464,0.333333333333,0.666666666667,0.85,0.7,1.0,-0.295833333333,-0.4,-0.05,0.0,0.0,0.5,0.0,513
